Generation	PopulationID	SampleSize	UniqueMutations	PopulationSize	totalLoad	RelzLoad	RelzLoadHomo	RelzLoadHetero	MskLoad	MeanFitness	SdFitness	MeanFitnessCached	SdFitnessCached	
5021	1	100	18	500	NA	0.151889	0.0871876	0.0405009	0.0466867	0.0647012	0.919896	0.0552589	1.032	0.0366504
5022	1	100	17	500	NA	0.14206	0.0832775	0.0380605	0.0452169	0.0587828	0.92333	0.0511502	1.03464	0.0364214
5023	1	100	18	500	NA	0.146809	0.0924789	0.0476496	0.0448293	0.0543301	0.914155	0.0502912	1.04312	0.0379762
5024	1	100	22	500	NA	0.147148	0.0921034	0.0481513	0.0439521	0.0550448	0.907175	0.0679389	1.03329	0.0440289
5025	1	100	21	500	NA	0.134443	0.0833318	0.0402949	0.0430369	0.0511114	0.925013	0.041559	1.04483	0.032912
5026	1	100	24	500	NA	0.147165	0.0843719	0.036639	0.047733	0.0627935	0.921806	0.0458951	1.03548	0.0375927
5027	1	100	20	500	NA	0.140398	0.0834131	0.0397965	0.0436165	0.0569849	0.914931	0.0645104	1.0276	0.0446902
5028	1	100	20	500	NA	0.134677	0.092621	0.052497	0.0401241	0.0420555	0.914366	0.0519756	1.0467	0.0338014
5029	1	100	21	500	NA	0.146344	0.0976617	0.0541475	0.0435143	0.0486826	0.907564	0.0594778	1.04315	0.0378349
5030	1	100	19	500	NA	0.135877	0.0933404	0.0502546	0.0430857	0.0425362	0.913752	0.0548705	1.04529	0.036656
5031	1	100	18	500	NA	0.112731	0.0790727	0.0376998	0.0413728	0.0336586	0.925686	0.0491707	1.04181	0.0316592
5032	1	100	24	500	NA	0.115359	0.0832946	0.0406188	0.0426758	0.0320648	0.925189	0.0465639	1.04662	0.0327338
5033	1	100	20	500	NA	0.132093	0.0974619	0.0518768	0.0455851	0.0346315	0.905823	0.0731971	1.03317	0.0455312
5034	1	100	18	500	NA	0.142396	0.106798	0.0583664	0.0484314	0.0355985	0.899381	0.0712835	1.04003	0.0479074
5035	1	100	16	500	NA	0.128534	0.0942448	0.047137	0.0471078	0.0342891	0.910994	0.0634328	1.04146	0.0413714
5036	1	100	19	500	NA	0.132739	0.0950271	0.0476766	0.0473506	0.0377123	0.905024	0.0740361	1.03473	0.0477603
5037	1	100	18	500	NA	0.136314	0.0932582	0.0445253	0.0487329	0.0430557	0.907204	0.0763765	1.02841	0.0461605
5038	1	100	18	500	NA	0.147565	0.10645	0.0585896	0.0478609	0.0411147	0.902612	0.0711514	1.03177	0.044869
5039	1	100	16	500	NA	0.155639	0.112925	0.064184	0.0487407	0.0427146	0.894199	0.0743631	1.03261	0.0486075
5040	1	100	18	500	NA	0.162656	0.120591	0.0750219	0.0455693	0.0420651	0.886826	0.0812905	1.02803	0.0531487
5041	1	100	20	500	NA	0.158834	0.115917	0.0710898	0.0448276	0.0429165	0.887238	0.0817977	1.03009	0.0559585
5042	1	100	22	500	NA	0.17266	0.127811	0.0784202	0.0493907	0.0448494	0.885011	0.0687954	1.04328	0.052724
5043	1	100	21	500	NA	0.165455	0.119152	0.0681927	0.0509596	0.0463032	0.891046	0.0666837	1.04386	0.0528378
5044	1	100	25	500	NA	0.153598	0.106014	0.0539847	0.0520297	0.0475834	0.901231	0.0710486	1.03194	0.0450602
5045	1	100	20	500	NA	0.14763	0.100246	0.0481517	0.0520945	0.0473836	0.904196	0.0705033	1.03154	0.0486747
5046	1	100	20	500	NA	0.146496	0.101912	0.051756	0.0501564	0.0445835	0.906048	0.0708985	1.02996	0.0459639
5047	1	100	24	500	NA	0.142851	0.100423	0.0526529	0.0477704	0.0424275	0.904831	0.0695004	1.02808	0.0528299
5048	1	100	19	500	NA	0.139941	0.0990891	0.0517961	0.047293	0.0408521	0.906107	0.0747266	1.02632	0.0477421
5049	1	100	17	500	NA	0.140029	0.100707	0.0561373	0.0445697	0.0393215	0.905634	0.0783776	1.02336	0.0472709
5050	1	100	20	500	NA	0.142009	0.0960012	0.0501822	0.0458191	0.0460075	0.91367	0.0645968	1.029	0.0446442
5051	1	100	20	500	NA	0.140405	0.0924078	0.0491968	0.043211	0.0479977	0.914885	0.072278	1.02034	0.0485957
5052	1	100	19	500	NA	0.136916	0.0883363	0.0443484	0.043988	0.0485794	0.915725	0.0709791	1.01658	0.047909
5053	1	100	20	500	NA	0.161808	0.106979	0.062212	0.0447667	0.054829	0.903808	0.075163	1.01649	0.0491401
5054	1	100	14	500	NA	0.14072	0.100014	0.0587405	0.041274	0.0407054	0.900987	0.0863029	1.01042	0.0485201
5055	1	100	19	500	NA	0.159384	0.112796	0.0693662	0.04343	0.0465878	0.887106	0.0914229	1.01375	0.0546631
5056	1	100	16	500	NA	0.147399	0.0996881	0.0561072	0.0435809	0.0477113	0.905011	0.0702122	1.02367	0.0547118
5057	1	100	17	500	NA	0.184216	0.126923	0.0802746	0.0466487	0.0572922	0.882858	0.0770392	1.02288	0.0622713
5058	1	100	17	500	NA	0.170728	0.123234	0.0799972	0.0432365	0.0474948	0.877192	0.0872376	1.01238	0.0693113
5059	1	100	17	500	NA	0.176091	0.127025	0.0871399	0.039885	0.049066	0.876091	0.0817253	1.02783	0.0693012
5060	1	100	17	500	NA	0.169871	0.132111	0.0977975	0.0343136	0.0377599	0.879658	0.074645	1.04192	0.0575699
5061	1	100	20	500	NA	0.189575	0.145323	0.111389	0.0339343	0.0442526	0.861726	0.0836415	1.02881	0.0664515
5062	1	100	17	500	NA	0.202214	0.151938	0.116974	0.0349639	0.0502765	0.859111	0.0816478	1.02742	0.0645449
5063	1	100	18	500	NA	0.191824	0.134337	0.0954564	0.038881	0.0574866	0.873831	0.0745078	1.03357	0.0586775
5064	1	100	18	500	NA	0.176323	0.130222	0.0959208	0.0343007	0.046101	0.880378	0.0681562	1.04867	0.0586918
5065	1	100	19	500	NA	0.201345	0.149327	0.116631	0.0326967	0.0520174	0.856371	0.0829649	1.03332	0.0705377
5066	1	100	12	500	NA	0.173734	0.138402	0.11147	0.0269322	0.0353319	0.877655	0.0580226	1.06454	0.0533725
5067	1	100	12	500	NA	0.173912	0.137893	0.109937	0.0279553	0.0360195	0.870445	0.0730987	1.04822	0.0623601
5068	1	100	13	500	NA	0.174004	0.138578	0.111914	0.0266638	0.035426	0.86735	0.0708333	1.05222	0.0627136
5069	1	100	16	500	NA	0.179048	0.142551	0.116416	0.0261342	0.0364971	0.87276	0.0621624	1.05901	0.055528
5070	1	100	12	500	NA	0.189234	0.152878	0.127384	0.0254937	0.0363559	0.860826	0.0712271	1.04759	0.0634284
5071	1	100	13	500	NA	0.183575	0.146498	0.119823	0.0266746	0.0370775	0.860547	0.0759431	1.03976	0.0648256
5072	1	100	15	500	NA	0.181224	0.143581	0.117598	0.0259832	0.0376433	0.860262	0.0737998	1.04413	0.0662817
5073	1	100	14	500	NA	0.194839	0.157812	0.134913	0.0228992	0.0370269	0.844113	0.0747391	1.03702	0.0772049
5074	1	100	13	500	NA	0.189899	0.152537	0.129124	0.0234137	0.0373615	0.853586	0.0696016	1.04645	0.072649
5075	1	100	14	500	NA	0.203273	0.166986	0.143655	0.0233316	0.0362865	0.836323	0.079233	1.02484	0.0783871
5076	1	100	13	500	NA	0.200416	0.164333	0.141638	0.022695	0.0360825	0.85987	0.0600429	1.05757	0.0655177
5077	1	100	12	500	NA	0.192609	0.156143	0.129472	0.0266712	0.0364656	0.850995	0.0765469	1.02942	0.0761534
5078	1	100	11	500	NA	0.196671	0.160888	0.133394	0.0274943	0.0357836	0.849541	0.0743727	1.0243	0.078833
5079	1	100	13	500	NA	0.203795	0.169408	0.142073	0.0273345	0.034388	0.840316	0.081918	1.01328	0.0770492
5080	1	100	12	500	NA	0.198116	0.163423	0.13603	0.0273926	0.0346931	0.843392	0.0823912	1.01791	0.0765833
5081	1	100	17	500	NA	0.199371	0.16501	0.136824	0.0281851	0.0343618	0.845698	0.0782315	1.02117	0.0801914
5082	1	100	15	500	NA	0.20085	0.166913	0.138039	0.0288738	0.0339372	0.841906	0.0819172	1.01405	0.0811587
5083	1	100	14	500	NA	0.189596	0.154399	0.123078	0.0313218	0.0351969	0.858039	0.0779101	1.02456	0.0750619
5084	1	100	14	500	NA	0.194982	0.159714	0.129843	0.0298703	0.035268	0.850737	0.0760616	1.02192	0.0822718
5085	1	100	13	500	NA	0.196766	0.159276	0.128805	0.0304711	0.0374899	0.853713	0.0757499	1.02444	0.0758968
5086	1	100	17	500	NA	0.179961	0.143194	0.111732	0.0314627	0.0367663	0.864139	0.0687123	1.03233	0.0802607
5087	1	100	18	500	NA	0.173558	0.130834	0.0978601	0.032974	0.0427242	0.878926	0.0619411	1.05306	0.0681773
5088	1	100	17	500	NA	0.169387	0.124232	0.090045	0.0341869	0.0451553	0.883174	0.0590059	1.05441	0.0657444
5089	1	100	16	500	NA	0.158989	0.116006	0.0809596	0.0350466	0.0429823	0.89616	0.0491586	1.06275	0.052274
5090	1	100	19	500	NA	0.150885	0.112265	0.0798867	0.0323784	0.0386196	0.89584	0.044581	1.07194	0.046876
5091	1	100	18	500	NA	0.152234	0.1127	0.0811116	0.0315884	0.0395337	0.890243	0.0453379	1.06929	0.0592529
5092	1	100	16	500	NA	0.142059	0.109582	0.0812059	0.0283761	0.0324774	0.894866	0.0377311	1.08014	0.046926
5093	1	100	20	500	NA	0.140626	0.108835	0.0813549	0.0274801	0.0317913	0.895008	0.0353652	1.08351	0.0427771
5094	1	100	20	500	NA	0.146141	0.110689	0.0817617	0.0289274	0.0354515	0.894328	0.0384754	1.08163	0.0491794
5095	1	100	20	500	NA	0.118282	0.09685	0.0680079	0.0288421	0.0214315	0.907307	0.0333776	1.08448	0.0375844
5096	1	100	16	500	NA	0.097775	0.0819881	0.0496972	0.0322909	0.0157869	0.918338	0.0424596	1.06827	0.0464836
5097	1	100	19	500	NA	0.0998837	0.0802692	0.046259	0.0340101	0.0196146	0.921398	0.0413313	1.06326	0.0513047
5098	1	100	18	500	NA	0.0843292	0.0695633	0.0357616	0.0338017	0.0147659	0.930871	0.0408	1.05588	0.0510191
5099	1	100	19	500	NA	0.100393	0.0754496	0.0387906	0.036659	0.024943	0.925053	0.0487953	1.05134	0.0528881
5100	1	100	23	500	NA	0.0854252	0.0632726	0.027694	0.0355786	0.0221527	0.939273	0.0389991	1.04325	0.0424281
5101	1	100	21	500	NA	0.0981836	0.0720271	0.0347181	0.0373089	0.0261565	0.932085	0.0372559	1.04949	0.0439614
